rank,rating_rank,num_rating_rank,author,title,pub_year,orig_lang,gr_avg_rating,gr_num_ratings,gr_num_reviews,oclc_marc_url,wiki_url,gr_url,pg_eng_url,pg_orig_url
226,446,455,Sinclair Lewis,Babbitt,1922,English,3.69,"23,543","1,585",https://www.worldcat.org/oclc/1024921,https://en.wikipedia.org/wiki/Babbitt_(novel),https://www.goodreads.com/book/show/169718.Babbitt?ref=nav_sb_ss_2_7,https://www.gutenberg.org/cache/epub/1156/pg1156.txt,NA
227,488,386,John Steinbeck,The Red Pony,1937,English,3.48,"55,067","2,965",https://www.worldcat.org/oclc/27720243,https://en.wikipedia.org/wiki/The_Red_Pony,https://www.goodreads.com/book/show/8732.The_Red_Pony?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
228,149,371,Robert Penn Warren,All the King's Men,1946,English,4.09,"63,326","3,223",https://www.worldcat.org/oclc/48204165,https://en.wikipedia.org/wiki/All_the_King%27s_Men,https://www.goodreads.com/book/show/5527.All_the_King_s_Men?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
229,427,170,Chinua Achebe,Things Fall Apart,1958,English,3.73,"369,511","19,602",https://www.worldcat.org/oclc/30111784,https://en.wikipedia.org/wiki/Things_Fall_Apart,https://www.goodreads.com/book/show/37781.Things_Fall_Apart?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
230,428,470,R.D. Blackmore,Lorna Doone,1869,English,3.73,"15,794",769,https://www.worldcat.org/oclc/58563054,https://en.wikipedia.org/wiki/Lorna_Doone,https://www.goodreads.com/book/show/73960.Lorna_Doone?ref=nav_sb_ss_1_11,https://gutenberg.org/cache/epub/17460/pg17460.txt,NA
231,447,395,Esther Forbes,Johnny Tremain,1943,English,3.69,"48,226","2,818",https://www.worldcat.org/oclc/189729,https://en.wikipedia.org/wiki/Johnny_Tremain,https://www.goodreads.com/book/show/816870.Johnny_Tremain?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
232,60,242,L.M. Montgomery,Anne of Avonlea,1909,English,4.22,"197,271","9,507",https://www.worldcat.org/oclc/22723104,https://en.wikipedia.org/wiki/Anne_of_Avonlea,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea?ref=nav_sb_ss_1_15,https://www.gutenberg.org/cache/epub/47/pg47.txt,NA
233,322,207,Natalie Babbitt,Tuck Everlasting,1975,English,3.9,"273,089","11,783",https://www.worldcat.org/oclc/1735507,https://en.wikipedia.org/wiki/Tuck_Everlasting,https://www.goodreads.com/book/show/84981.Tuck_Everlasting?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
234,58,146,Roald Dahl,The BFG,1982,English,4.23,"479,665","12,414",https://www.worldcat.org/oclc/8762837,https://en.wikipedia.org/wiki/The_BFG,https://www.goodreads.com/book/show/6319.The_BFG?ref=nav_sb_ss_1_7,NA_not-pub-domain,NA
235,173,280,John Steinbeck,Cannery Row,1945,English,4.06,"137,008","7,500",https://www.worldcat.org/oclc/48810633,https://en.wikipedia.org/wiki/Cannery_Row_(novel),https://www.goodreads.com/book/show/4799.Cannery_Row?ref=nav_sb_ss_1_11,NA_not-pub-domain,NA
236,257,119,Amy Tan,The Joy Luck Club,1989,English,3.97,"681,621","13,087",https://www.worldcat.org/oclc/18464018,https://en.wikipedia.org/wiki/The_Joy_Luck_Club_(novel),https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
237,227,200,J.R.R. Tolkien,The Silmarillion,1977,English,4,"290,495","12,944",https://www.worldcat.org/oclc/2966874,https://en.wikipedia.org/wiki/The_Silmarillion,https://www.goodreads.com/book/show/7332.The_Silmarillion?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
238,12,268,Alex Haley,Roots,1976,English,4.44,"159,516","4,206",https://www.worldcat.org/oclc/2188350,https://en.wikipedia.org/wiki/Roots:_The_Saga_of_an_American_Family,https://www.goodreads.com/book/show/546018.Roots?ref=nav_sb_ss_2_5,NA_not-pub-domain,NA
239,64,201,Laura Ingalls Wilder,Little House on the Prairie,1935,English,4.21,"289,969","5,566",https://www.worldcat.org/oclc/224702,https://en.wikipedia.org/wiki/Little_House_on_the_Prairie_(novel),https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie?ref=nav_sb_ss_1_27,NA_not-pub-domain,NA
240,197,320,Richard Wright,Native Son,1940,English,4.03,"98,730","4,966",https://www.worldcat.org/oclc/606483,https://en.wikipedia.org/wiki/Native_Son,https://www.goodreads.com/book/show/15622.Native_Son?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
241,323,293,E.B. White,Stuart Little,1945,English,3.9,"125,340","3,732",https://www.worldcat.org/oclc/2558907,https://en.wikipedia.org/wiki/Stuart_Little,https://www.goodreads.com/book/show/138959.Stuart_Little?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
242,131,423,James Patterson,Cross Fire,2010,English,4.11,"35,423","1,559",https://www.worldcat.org/oclc/490809825,https://en.wikipedia.org/wiki/Cross_Fire_(novel),https://www.goodreads.com/book/show/7856305-cross-fire?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
243,252,412,Graham Greene,The Power and the Glory,1940,English,3.98,"39,283","2,844",https://www.worldcat.org/oclc/4449963,https://en.wikipedia.org/wiki/The_Power_and_the_Glory,https://www.goodreads.com/book/show/3690.The_Power_and_the_Glory?ref=nav_sb_ss_1_23,NA_not-pub-domain,NA
244,228,114,Anthony Burgess,A Clockwork Orange,1962,English,4,"709,183","20,506",https://www.worldcat.org/oclc/38137454,https://en.wikipedia.org/wiki/A_Clockwork_Orange_(novel),https://www.goodreads.com/book/show/41817486-a-clockwork-orange?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
245,269,226,Gaston Leroux,The Phantom of the Opera,1910,French,3.96,"240,739","11,145",https://www.worldcat.org/oclc/16900348,https://en.wikipedia.org/wiki/The_Phantom_of_the_Opera_(novel),https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera?ref=nav_sb_ss_1_24,https://www.gutenberg.org/cache/epub/175/pg175.txt,https://www.gutenberg.org/cache/epub/62215/pg62215.txt
246,104,219,Ray Bradbury,The Martian Chronicles,1950,English,4.15,"260,278","11,072",https://www.worldcat.org/oclc/27030134,https://en.wikipedia.org/wiki/The_Martian_Chronicles,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles?ref=nav_sb_ss_1_22,NA_not-pub-domain,NA
247,239,92,Cormac McCarthy,The Road,2006,English,3.99,"898,552","58,866",https://www.worldcat.org/oclc/70630525,https://en.wikipedia.org/wiki/The_Road,https://www.goodreads.com/book/show/6288.The_Road?ref=nav_sb_ss_1_8,NA_not-pub-domain,NA
248,472,487,Samuel Butler,The Way of All Flesh,1903,English,3.61,"9,194",580,https://www.worldcat.org/oclc/2159474,https://en.wikipedia.org/wiki/The_Way_of_All_Flesh,https://www.goodreads.com/book/show/126512.The_Way_of_All_Flesh?ref=nav_sb_ss_1_20,https://www.gutenberg.org/cache/epub/2084/pg2084.txt,NA
249,11,500,Jeff Kinney,Diary of a Wimpy Kid: The Long Haul,2014,English,4.45,22,2,https://www.worldcat.org/oclc/317923541,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Long_Haul,https://www.goodreads.com/book/show/34302304-diary-of-a-wimpy-kid-the-long-haul?ref=nav_sb_ss_2_35,NA_not-pub-domain,NA
250,414,358,Charlotte Brontë,Villette,1853,English,3.77,"72,764","5,420",https://www.worldcat.org/oclc/9830810,https://en.wikipedia.org/wiki/Villette_(novel),https://www.goodreads.com/book/show/31173.Villette?ref=nav_sb_ss_1_8,https://www.gutenberg.org/cache/epub/9182/pg9182.txt,NA
251,330,60,Mark Haddon,The Curious Incident of the Dog In the Night-Time,2003,English,3.89,"1,472,856","55,234",https://www.worldcat.org/oclc/50604879,https://en.wikipedia.org/wiki/The_Curious_Incident_of_the_Dog_in_the_Night-Time,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time?ref=nav_sb_ss_1_49,NA_not-pub-domain,NA
252,119,387,Jules Verne,The Mysterious Island,1875,French,4.13,"53,973","2,365",https://www.worldcat.org/oclc/47099187,https://en.wikipedia.org/wiki/The_Mysterious_Island,https://www.goodreads.com/book/show/32831.The_Mysterious_Island?ref=nav_sb_ss_1_21,https://www.gutenberg.org/cache/epub/1268/pg1268.txt,https://www.gutenberg.org/cache/epub/14287/pg14287.txt
253,110,303,Toni Morrison,Song of Solomon,1977,English,4.14,"112,082","6,204",https://www.worldcat.org/oclc/2798656,https://en.wikipedia.org/wiki/Song_of_Solomon_(novel),https://www.goodreads.com/book/show/11334.Song_of_Solomon?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
254,369,452,Émile Zola,Nana,1880,French,3.84,"24,872","1,044",https://www.worldcat.org/oclc/2656358,https://en.wikipedia.org/wiki/Nana_(novel),https://www.goodreads.com/book/show/371456.Nana?ref=nav_sb_ss_3_4,unavailable,https://www.gutenberg.org/cache/epub/5250/pg5250.txt
255,218,415,Henryk Sienkiewicz,Quo Vadis,1896,Polish,4.01,"37,655","2,327",https://www.worldcat.org/oclc/36768327,https://en.wikipedia.org/wiki/Quo_Vadis_(novel),https://www.goodreads.com/book/show/538845.Quo_Vadis?ref=nav_sb_ss_1_9,https://www.gutenberg.org/cache/epub/2853/pg2853.txt,unavailable
256,408,448,Sinclair Lewis,Main Street,1920,English,3.78,"25,815","1,369",https://www.worldcat.org/oclc/20057262,https://en.wikipedia.org/wiki/Main_Street_(novel),https://www.goodreads.com/book/show/11376.Main_Street?ref=nav_sb_ss_1_11,https://www.gutenberg.org/cache/epub/543/pg543.txt,NA
257,23,87,Roald Dahl,Matilda,1988,English,4.34,"939,799","23,215",https://www.worldcat.org/oclc/18436905,https://en.wikipedia.org/wiki/Matilda_(novel),https://www.goodreads.com/book/show/39988.Matilda?ref=nav_sb_ss_1_7,NA_not-pub-domain,NA
258,334,96,Vladimir Vladimirovich Nabokov,Lolita,1955,Russian,3.88,"845,526","39,480",https://www.worldcat.org/oclc/25632146,https://en.wikipedia.org/wiki/Lolita,https://www.goodreads.com/book/show/7604.Lolita?ref=nav_sb_ss_1_6,NA_not-pub-domain,unavailable
259,434,63,John Green,Paper Towns,1908,English,3.71,"1,349,342","55,833",https://www.worldcat.org/oclc/202483793,https://en.wikipedia.org/wiki/Paper_Towns_(novel),https://www.goodreads.com/book/show/6442769-paper-towns?ref=nav_sb_ss_1_11,NA_not-pub-domain,NA
260,258,436,William H. Armstrong,Sounder,1969,English,3.97,"30,263","1,425",https://www.worldcat.org/oclc/24455,https://en.wikipedia.org/wiki/Sounder_(novel),https://www.goodreads.com/book/show/598117.Sounder?from_search=true&from_srp=true&qid=ufE8HTKIj2&rank=3,NA_not-pub-domain,NA
261,292,227,Judy Blume,"Are You There God? It's Me, Margaret",1970,English,3.94,"238,301","11,849",https://www.worldcat.org/oclc/109915,"https://en.wikipedia.org/wiki/Are_You_There_God%3F_It%27s_Me,_Margaret.",https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret?ref=nav_sb_ss_1_36,NA_not-pub-domain,NA
262,105,50,Nicholas Sparks,The Notebook,1996,English,4.15,"1,682,325","25,198",https://www.worldcat.org/oclc/34321554,https://en.wikipedia.org/wiki/The_Notebook_(novel),https://www.goodreads.com/book/show/33648131-the-notebook?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
263,91,234,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1967,English,4.16,"210,158","9,026",https://www.worldcat.org/oclc/300741,https://en.wikipedia.org/wiki/From_the_Mixed-Up_Files_of_Mrs._Basil_E._Frankweiler,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler?ref=nav_sb_ss_1_52,NA_not-pub-domain,NA
264,448,168,Ayn Rand,Atlas Shrugged,1957,English,3.69,"389,268","20,042",https://www.worldcat.org/oclc/287605,https://en.wikipedia.org/wiki/Atlas_Shrugged,https://www.goodreads.com/book/show/662.Atlas_Shrugged?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
265,335,184,Ayn Rand,The Fountainhead,1943,English,3.88,"322,673","14,214",https://www.worldcat.org/oclc/59829035,https://en.wikipedia.org/wiki/The_Fountainhead,https://www.goodreads.com/book/show/2122.The_Fountainhead?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
266,78,132,Lois Lowry,Number the Stars,1989,English,4.19,"564,735","16,519",https://www.worldcat.org/oclc/18947847,https://en.wikipedia.org/wiki/Number_the_Stars,https://www.goodreads.com/book/show/47281.Number_the_Stars?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
267,174,126,John Grisham,The Firm,1991,English,4.06,"622,945","3,772",https://www.worldcat.org/oclc/22108726,https://en.wikipedia.org/wiki/The_Firm_(novel),https://www.goodreads.com/book/show/5358.The_Firm?ref=nav_sb_ss_1_8,NA_not-pub-domain,NA
268,111,376,Marcel Proust,Swann's Way,1913,French,4.14,"59,819","5,331",https://www.worldcat.org/oclc/52086032,https://en.wikipedia.org/wiki/In_Search_of_Lost_Time,https://www.goodreads.com/book/show/133539.Swann_s_Way?ref=nav_sb_ss_2_11,https://www.gutenberg.org/cache/epub/7178/pg7178.txt,https://www.gutenberg.org/cache/epub/2650/pg2650.txt
269,31,61,Orson Scott Card,Ender's Game,1985,English,4.31,"1,368,168","49,471",https://www.worldcat.org/oclc/23355613,https://en.wikipedia.org/wiki/Ender%27s_Game,https://www.goodreads.com/book/show/375802.Ender_s_Game?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
270,112,172,Umberto Eco,The Name of the Rose,1980,Italian,4.14,"363,123","12,818",https://www.worldcat.org/oclc/8954772,https://en.wikipedia.org/wiki/The_Name_of_the_Rose,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
271,132,102,John Grisham,A Time to Kill,1989,English,4.11,"799,832","6,989",https://www.worldcat.org/oclc/19514018,https://en.wikipedia.org/wiki/A_Time_to_Kill_(Grisham_novel),https://www.goodreads.com/book/show/32542.A_Time_to_Kill?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
272,133,52,Sara Gruen,Water for Elephants,2006,English,4.11,"1,609,846","62,344",https://www.worldcat.org/oclc/61362217,https://en.wikipedia.org/wiki/Water_for_Elephants,https://www.goodreads.com/book/show/43641.Water_for_Elephants?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
273,324,142,H.G. Wells,The Time Machine,1895,English,3.9,"516,589","16,102",https://www.worldcat.org/oclc/57382282,https://en.wikipedia.org/wiki/The_Time_Machine,https://www.goodreads.com/book/show/2493.The_Time_Machine?ref=nav_sb_ss_1_16,https://www.gutenberg.org/cache/epub/35/pg35.txt,NA
274,278,48,Christopher Paolini,Eragon,2002,English,3.95,"1,767,120","28,002",https://www.worldcat.org/oclc/52251450,https://en.wikipedia.org/wiki/Eragon,https://www.goodreads.com/book/show/113436.Eragon?ref=nav_sb_ss_1_6,NA_not-pub-domain,NA
275,59,44,Douglas Adams,The Hitchhiker's Guide to the Galaxy,1979,English,4.23,"1,831,346","45,112",https://www.worldcat.org/oclc/6251440,https://en.wikipedia.org/wiki/The_Hitchhiker%27s_Guide_to_the_Galaxy_(novel),https://www.goodreads.com/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy?ref=nav_sb_ss_1_36,NA_not-pub-domain,NA
276,79,437,Thomas Mann,Buddenbrooks,1901,German,4.19,"30,095","1,896",https://www.worldcat.org/oclc/26054551,https://en.wikipedia.org/wiki/Buddenbrooks,https://www.goodreads.com/book/show/80890.Buddenbrooks?ref=nav_sb_ss_1_12,https://www.gutenberg.org/cache/epub/72961/pg72961.txt ; https://www.gutenberg.org/cache/epub/72962/pg72962.txt,https://www.gutenberg.org/cache/epub/34811/pg34811.txt
277,15,56,Khaled Hosseini,A Thousand Splendid Suns,2007,English,4.43,"1,519,768","75,957",https://www.worldcat.org/oclc/85783363,https://en.wikipedia.org/wiki/A_Thousand_Splendid_Suns,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
278,206,272,Elizabeth George Speare,The Witch of Blackbird Pond,1958,English,4.02,"151,881","7,405",https://www.worldcat.org/oclc/220951,https://en.wikipedia.org/wiki/The_Witch_of_Blackbird_Pond,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond?ref=nav_sb_ss_1_27,NA_not-pub-domain,NA
279,40,64,Agatha Christie,And Then There Were None,1939,English,4.28,"1,343,305","63,674",https://www.worldcat.org/oclc/47032439,https://en.wikipedia.org/wiki/And_Then_There_Were_None,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
280,473,231,John Knowles,A Separate Peace,1959,English,3.59,"218,273","9,481",https://www.worldcat.org/oclc/34822547,https://en.wikipedia.org/wiki/A_Separate_Peace,https://www.goodreads.com/book/show/5148.A_Separate_Peace?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
281,425,49,Stephenie Meyer,Breaking Dawn,2008,English,3.74,"1,697,282","53,451",https://www.worldcat.org/oclc/229895748,https://en.wikipedia.org/wiki/Breaking_Dawn,https://www.goodreads.com/book/show/1162543.Breaking_Dawn?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
282,431,262,William Faulkner,As I Lay Dying,1930,English,3.72,"167,360","10,672",https://www.worldcat.org/oclc/21525346,https://en.wikipedia.org/wiki/As_I_Lay_Dying,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
283,50,89,Stieg Larsson,The Girl Who Played With Fire,2009,English,4.25,"920,438","37,170",https://www.worldcat.org/oclc/262433336,https://en.wikipedia.org/wiki/The_Girl_Who_Played_with_Fire,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire?ref=nav_sb_ss_1_29,NA_not-pub-domain,NA
284,134,163,Wilson Rawls,Where the Red Fern Grows,1961,English,4.11,"404,857","13,948",https://www.worldcat.org/oclc/1617533,https://en.wikipedia.org/wiki/Where_the_Red_Fern_Grows,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
285,304,416,Thomas Malory,Le Morte D'Arthur,1485,English,3.92,"37,568","1,171",https://www.worldcat.org/oclc/29520008,https://en.wikipedia.org/wiki/Le_Morte_d%27Arthur,https://www.goodreads.com/book/show/672875.Le_Morte_d_Arthur?ref=nav_sb_ss_1_17,https://www.gutenberg.org/cache/epub/1251/pg1251.txt ; https://www.gutenberg.org/cache/epub/1252/pg1252.txt,NA
286,150,19,Suzanne Collins,Mockingjay,2010,English,4.09,"3,203,569","129,006",https://www.worldcat.org/oclc/522512199,https://en.wikipedia.org/wiki/Mockingjay,https://www.goodreads.com/book/show/7260188-mockingjay?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
287,24,106,Ken Follett,The Pillars of the Earth,1989,English,4.34,"760,462","37,340",https://www.worldcat.org/oclc/19669324,https://en.wikipedia.org/wiki/The_Pillars_of_the_Earth,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
288,462,490,Montesquieu,Persian Letters,1721,French,3.65,"7,320",250,https://www.worldcat.org/oclc/2722523,https://en.wikipedia.org/wiki/Persian_Letters,https://www.goodreads.com/book/show/509686.Persian_Letters?ref=nav_sb_ss_1_15,unavailable,https://www.gutenberg.org/cache/epub/30268/pg30268.txt ; https://www.gutenberg.org/cache/epub/33856/pg33856.txt
289,181,153,John Grisham,The Client,1993,English,4.05,"444,257","3,228",https://www.worldcat.org/oclc/55502623,https://en.wikipedia.org/wiki/The_Client_(novel),https://www.goodreads.com/book/show/5359.The_Client?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
290,207,324,Toni Morrison,Sula,1973,English,4.02,"97,287","7,449",https://www.worldcat.org/oclc/662097,https://en.wikipedia.org/wiki/Sula_(novel),https://www.goodreads.com/book/show/11346.Sula?ref=nav_sb_ss_1_4,NA_not-pub-domain,NA
291,135,276,Judy Blume,Tales of a Fourth Grade Nothing,1972,English,4.11,"139,000","3,412",https://www.worldcat.org/oclc/340266,https://en.wikipedia.org/wiki/Tales_of_a_Fourth_Grade_Nothing,https://www.goodreads.com/book/show/37741.Tales_of_a_Fourth_Grade_Nothing?from_search=true&from_srp=true&qid=fEvhG3jbYR&rank=1,NA_not-pub-domain,NA
292,166,370,Howard Pyle,The Merry Adventures of Robin Hood of Great Renown In Nottinghamshire,1883,English,4.07,"64,249","1,428",https://www.worldcat.org/oclc/56086686,https://en.wikipedia.org/wiki/The_Merry_Adventures_of_Robin_Hood,https://www.goodreads.com/book/show/1277190.The_Merry_Adventures_of_Robin_Hood_of_Great_Renown_in_Nottinghamshire?ref=nav_sb_ss_1_69,https://www.gutenberg.org/cache/epub/10148/pg10148.txt,NA
293,378,384,John Steinbeck,Tortilla Flat,1935,English,3.83,"55,496","3,378",https://www.worldcat.org/oclc/35741976,https://en.wikipedia.org/wiki/Tortilla_Flat,https://www.goodreads.com/book/show/163977.Tortilla_Flat?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
294,305,473,Thomas Wolfe,"Look Homeward, Angel",1929,English,3.92,"14,790","1,273",https://www.worldcat.org/oclc/169986,"https://en.wikipedia.org/wiki/Look_Homeward,_Angel",https://www.goodreads.com/book/show/12448.Look_Homeward_Angel?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
295,458,480,Charles Dickens,The Mystery of Edwin Drood,1870,English,3.67,"12,253","1,003",https://www.worldcat.org/oclc/508807,https://en.wikipedia.org/wiki/The_Mystery_of_Edwin_Drood,https://www.goodreads.com/book/show/329957.The_Mystery_of_Edwin_Drood?ref=nav_sb_ss_1_26,https://www.gutenberg.org/cache/epub/564/pg564.txt,NA
296,229,302,Evelyn Waugh,Brideshead Revisited,1945,English,4,"112,443","6,771",https://www.worldcat.org/oclc/28111163,https://en.wikipedia.org/wiki/Brideshead_Revisited,https://www.goodreads.com/book/show/30933.Brideshead_Revisited?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
297,182,159,John Grisham,The Pelican Brief,1992,English,4.05,"427,885","3,454",https://www.worldcat.org/oclc/25990887,https://en.wikipedia.org/wiki/The_Pelican_Brief,https://www.goodreads.com/book/show/32499.The_Pelican_Brief?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
298,293,141,Ian McEwan,Atonement,2001,English,3.94,"517,674","22,428",https://www.worldcat.org/oclc/47665315,https://en.wikipedia.org/wiki/Atonement_(novel),https://www.goodreads.com/book/show/6867.Atonement?ref=nav_sb_ss_1_9#CommunityReviews,NA_not-pub-domain,NA
299,438,456,Henry James,Washington Square,1880,English,3.7,"23,257","1,997",https://www.worldcat.org/oclc/33358531,https://en.wikipedia.org/wiki/Washington_Square_(novel),https://www.goodreads.com/book/show/133954.Washington_Square?ref=nav_sb_ss_1_17,https://www.gutenberg.org/cache/epub/2870/pg2870.txt,NA
300,279,171,Laura Esquivel,Like Water for Chocolate,1989,Spanish,3.95,"365,541","13,400",https://www.worldcat.org/oclc/25164505,https://en.wikipedia.org/wiki/Like_Water_for_Chocolate_(novel),https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate?ref=nav_sb_ss_1_24,NA_not-pub-domain,unavailable
301,208,55,Philip Pullman,The Golden Compass,1995,English,4.02,"1,519,979","27,728",https://www.worldcat.org/oclc/33014058,https://en.wikipedia.org/wiki/Northern_Lights_(Pullman_novel),https://www.goodreads.com/book/show/119322.The_Golden_Compass?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
302,151,66,Sue Monk Kidd,The Secret Life of Bees,2001,English,4.09,"1,287,367","35,515",https://www.worldcat.org/oclc/46959726,https://en.wikipedia.org/wiki/The_Secret_Life_of_Bees_(novel),https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees?ref=nav_sb_ss_1_23,NA_not-pub-domain,NA
303,113,6,John Green,The Fault In Our Stars,2012,English,4.14,"5,106,984","178,231",https://www.worldcat.org/oclc/738336589,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars?ref=nav_sb_ss_1_22,NA_not-pub-domain,NA
304,388,468,Joseph Conrad,Nostromo,1904,English,3.81,"16,888",824,https://www.worldcat.org/oclc/25369553,https://en.wikipedia.org/wiki/Nostromo,https://www.goodreads.com/book/show/115476.Nostromo?ref=nav_sb_ss_1_8,https://www.gutenberg.org/cache/epub/2021/pg2021.txt,NA
305,456,478,James Joyce,Finnegans Wake,1939,English,3.68,"12,857","1,217",https://www.worldcat.org/oclc/42692059,https://en.wikipedia.org/wiki/Finnegans_Wake,https://www.goodreads.com/book/show/11013.Finnegans_Wake?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
306,417,328,John Grisham,The Brethren,2000,English,3.76,"95,463","2,370",https://www.worldcat.org/oclc/54083777,https://en.wikipedia.org/wiki/The_Brethren_(Grisham_novel),https://www.goodreads.com/book/show/5354.The_Brethren?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
307,126,118,Neil Gaiman,Coraline,2002,English,4.12,"686,847","36,496",https://www.worldcat.org/oclc/49261060,https://en.wikipedia.org/wiki/Coraline,https://www.goodreads.com/book/show/17061.Coraline?ref=nav_sb_ss_1_8,NA_not-pub-domain,NA
308,494,143,Joseph Conrad,Heart of Darkness,1902,English,3.43,"510,594","20,462",https://www.worldcat.org/oclc/28181796,https://en.wikipedia.org/wiki/Heart_of_Darkness,https://www.goodreads.com/book/show/4900.Heart_of_Darkness?ref=nav_sb_ss_1_17,https://www.gutenberg.org/cache/epub/219/pg219.txt,NA
309,61,317,Laura Ingalls Wilder,On the Banks of Plum Creek,1937,English,4.22,"101,148","2,341",https://www.worldcat.org/oclc/224714,https://en.wikipedia.org/wiki/On_the_Banks_of_Plum_Creek,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek?ref=nav_sb_ss_1_26,NA_not-pub-domain,NA
310,347,425,Kate Douglas Smith Wiggin,Rebecca of Sunnybrook Farm,1903,English,3.87,"34,831",981,https://www.worldcat.org/oclc/53342031,https://en.wikipedia.org/wiki/Rebecca_of_Sunnybrook_Farm,https://www.goodreads.com/book/show/17529.Rebecca_of_Sunnybrook_Farm?ref=nav_sb_ss_1_26,https://www.gutenberg.org/cache/epub/498/pg498.txt,NA
311,468,479,Henry James,The Ambassadors,1903,English,3.64,"12,411",767,https://www.worldcat.org/oclc/232365005,https://en.wikipedia.org/wiki/The_Ambassadors,https://www.goodreads.com/book/show/775366.The_Ambassadors?ref=nav_sb_ss_2_15,https://www.gutenberg.org/cache/epub/432/pg432.txt,NA
312,474,458,Joseph Conrad,The Secret Agent,1907,English,3.59,"22,615","1,735",https://www.worldcat.org/oclc/19265512,https://en.wikipedia.org/wiki/The_Secret_Agent,https://www.goodreads.com/book/show/86658.The_Secret_Agent?ref=nav_sb_ss_1_16,https://www.gutenberg.org/cache/epub/974/pg974.txt,NA
313,449,247,Sandra Cisneros,The House on Mango Street,1984,English,3.69,"188,095","16,629",https://www.worldcat.org/oclc/22626478,https://en.wikipedia.org/wiki/The_House_on_Mango_Street,https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street?ref=nav_sb_ss_1_25,NA_not-pub-domain,NA
